Age Group Code	State Code	Gender Code	Race Code	Ethnicity Code	pop estimate
90-94	30	M	2106-3	2135-2	23
90-94	31	M	2106-3	2135-2	72
90-94	32	M	2106-3	2135-2	381
90-94	33	M	2106-3	2135-2	47
90-94	34	M	2106-3	2135-2	1118
90-94	35	M	2106-3	2135-2	1203
90-94	36	M	2106-3	2135-2	2342
90-94	37	M	2106-3	2135-2	237
90-94	38	M	2106-3	2135-2	10
90-94	39	M	2106-3	2135-2	248
90-94	40	M	2106-3	2135-2	133
90-94	41	M	2106-3	2135-2	189
90-94	42	M	2106-3	2135-2	364
90-94	44	M	2106-3	2135-2	48
90-94	45	M	2106-3	2135-2	97
90-94	46	M	2106-3	2135-2	15
90-94	47	M	2106-3	2135-2	120
90-94	48	M	2106-3	2135-2	7072
90-94	49	M	2106-3	2135-2	155
90-94	50	M	2106-3	2135-2	9
90-94	51	M	2106-3	2135-2	260
90-94	53	M	2106-3	2135-2	301
90-94	54	M	2106-3	2135-2	31
90-94	55	M	2106-3	2135-2	147
90-94	56	M	2106-3	2135-2	50
95-99	1	M	2106-3	2135-2	18
95-99	2	M	2106-3	2135-2	3
95-99	4	M	2106-3	2135-2	299
95-99	5	M	2106-3	2135-2	17
95-99	6	M	2106-3	2135-2	2465
95-99	8	M	2106-3	2135-2	150
95-99	9	M	2106-3	2135-2	59
95-99	10	M	2106-3	2135-2	9
95-99	11	M	2106-3	2135-2	7
95-99	12	M	2106-3	2135-2	1524
95-99	13	M	2106-3	2135-2	62
95-99	15	M	2106-3	2135-2	10
95-99	16	M	2106-3	2135-2	18
95-99	17	M	2106-3	2135-2	259
95-99	18	M	2106-3	2135-2	52
95-99	19	M	2106-3	2135-2	18
95-99	20	M	2106-3	2135-2	34
95-99	21	M	2106-3	2135-2	16
95-99	22	M	2106-3	2135-2	42
95-99	23	M	2106-3	2135-2	4
95-99	24	M	2106-3	2135-2	52
95-99	25	M	2106-3	2135-2	65
95-99	26	M	2106-3	2135-2	67
95-99	27	M	2106-3	2135-2	18
95-99	28	M	2106-3	2135-2	8
95-99	29	M	2106-3	2135-2	33
95-99	30	M	2106-3	2135-2	5
95-99	31	M	2106-3	2135-2	16
95-99	32	M	2106-3	2135-2	87
95-99	33	M	2106-3	2135-2	11
95-99	34	M	2106-3	2135-2	255
95-99	35	M	2106-3	2135-2	275
95-99	36	M	2106-3	2135-2	534
95-99	37	M	2106-3	2135-2	54
95-99	38	M	2106-3	2135-2	2
95-99	39	M	2106-3	2135-2	57
95-99	40	M	2106-3	2135-2	30
95-99	41	M	2106-3	2135-2	43
95-99	42	M	2106-3	2135-2	83
95-99	44	M	2106-3	2135-2	11
95-99	45	M	2106-3	2135-2	22
95-99	46	M	2106-3	2135-2	3
95-99	47	M	2106-3	2135-2	27
95-99	48	M	2106-3	2135-2	1614
95-99	49	M	2106-3	2135-2	35
95-99	50	M	2106-3	2135-2	2
95-99	51	M	2106-3	2135-2	59
95-99	53	M	2106-3	2135-2	69
95-99	54	M	2106-3	2135-2	7
95-99	55	M	2106-3	2135-2	34
95-99	56	M	2106-3	2135-2	11
100+	1	M	2106-3	2135-2	3
100+	2	M	2106-3	2135-2	1
100+	4	M	2106-3	2135-2	49
100+	5	M	2106-3	2135-2	3
100+	6	M	2106-3	2135-2	401
100+	8	M	2106-3	2135-2	24
100+	9	M	2106-3	2135-2	10
100+	10	M	2106-3	2135-2	2
100+	11	M	2106-3	2135-2	1
100+	12	M	2106-3	2135-2	248
100+	13	M	2106-3	2135-2	10
100+	15	M	2106-3	2135-2	2
100+	16	M	2106-3	2135-2	3
100+	17	M	2106-3	2135-2	42
100+	18	M	2106-3	2135-2	8
100+	19	M	2106-3	2135-2	3
100+	20	M	2106-3	2135-2	6
100+	21	M	2106-3	2135-2	3
100+	22	M	2106-3	2135-2	7
100+	23	M	2106-3	2135-2	1
100+	24	M	2106-3	2135-2	8
100+	25	M	2106-3	2135-2	11
100+	26	M	2106-3	2135-2	11
100+	27	M	2106-3	2135-2	3
100+	28	M	2106-3	2135-2	1
100+	29	M	2106-3	2135-2	5
100+	30	M	2106-3	2135-2	1
100+	31	M	2106-3	2135-2	3
100+	32	M	2106-3	2135-2	14
100+	33	M	2106-3	2135-2	2
100+	34	M	2106-3	2135-2	41
100+	35	M	2106-3	2135-2	45
100+	36	M	2106-3	2135-2	87
100+	37	M	2106-3	2135-2	9
100+	38	M	2106-3	2135-2	0
100+	39	M	2106-3	2135-2	9
100+	40	M	2106-3	2135-2	5
100+	41	M	2106-3	2135-2	7
100+	42	M	2106-3	2135-2	14
100+	44	M	2106-3	2135-2	2
100+	45	M	2106-3	2135-2	4
100+	46	M	2106-3	2135-2	1
100+	47	M	2106-3	2135-2	4
100+	48	M	2106-3	2135-2	262
100+	49	M	2106-3	2135-2	6
100+	50	M	2106-3	2135-2	0
100+	51	M	2106-3	2135-2	10
100+	53	M	2106-3	2135-2	11
100+	54	M	2106-3	2135-2	1
100+	55	M	2106-3	2135-2	5
100+	56	M	2106-3	2135-2	2
85-89	1	F	1002-5	2186-2	123
85-89	2	F	1002-5	2186-2	286
85-89	4	F	1002-5	2186-2	975
85-89	5	F	1002-5	2186-2	99
85-89	6	F	1002-5	2186-2	1012
85-89	8	F	1002-5	2186-2	104
85-89	9	F	1002-5	2186-2	54
85-89	10	F	1002-5	2186-2	31
85-89	11	F	1002-5	2186-2	15
85-89	12	F	1002-5	2186-2	314
85-89	13	F	1002-5	2186-2	124
85-89	15	F	1002-5	2186-2	9
85-89	16	F	1002-5	2186-2	60
85-89	17	F	1002-5	2186-2	135
85-89	18	F	1002-5	2186-2	76
85-89	19	F	1002-5	2186-2	30
85-89	20	F	1002-5	2186-2	68
85-89	21	F	1002-5	2186-2	46
85-89	22	F	1002-5	2186-2	145
85-89	23	F	1002-5	2186-2	26
85-89	24	F	1002-5	2186-2	94
85-89	25	F	1002-5	2186-2	77
85-89	26	F	1002-5	2186-2	267
85-89	27	F	1002-5	2186-2	127
85-89	28	F	1002-5	2186-2	34
85-89	29	F	1002-5	2186-2	126
85-89	30	F	1002-5	2186-2	123
85-89	31	F	1002-5	2186-2	37
85-89	32	F	1002-5	2186-2	129
85-89	33	F	1002-5	2186-2	9
85-89	34	F	1002-5	2186-2	129
85-89	35	F	1002-5	2186-2	671
85-89	36	F	1002-5	2186-2	390
85-89	37	F	1002-5	2186-2	459
85-89	38	F	1002-5	2186-2	58
85-89	39	F	1002-5	2186-2	150
85-89	40	F	1002-5	2186-2	1103
85-89	41	F	1002-5	2186-2	163
85-89	42	F	1002-5	2186-2	137
85-89	44	F	1002-5	2186-2	33
85-89	45	F	1002-5	2186-2	76
85-89	46	F	1002-5	2186-2	163
85-89	47	F	1002-5	2186-2	99
85-89	48	F	1002-5	2186-2	427
85-89	49	F	1002-5	2186-2	78
85-89	50	F	1002-5	2186-2	10
85-89	51	F	1002-5	2186-2	119
85-89	53	F	1002-5	2186-2	301
85-89	54	F	1002-5	2186-2	28
85-89	55	F	1002-5	2186-2	132
85-89	56	F	1002-5	2186-2	27
90-94	1	F	1002-5	2186-2	58
90-94	2	F	1002-5	2186-2	135
90-94	4	F	1002-5	2186-2	459
90-94	5	F	1002-5	2186-2	47
90-94	6	F	1002-5	2186-2	476
90-94	8	F	1002-5	2186-2	49
90-94	9	F	1002-5	2186-2	25
90-94	10	F	1002-5	2186-2	14
90-94	11	F	1002-5	2186-2	7
90-94	12	F	1002-5	2186-2	148
90-94	13	F	1002-5	2186-2	59
90-94	15	F	1002-5	2186-2	4
90-94	16	F	1002-5	2186-2	28
90-94	17	F	1002-5	2186-2	63
90-94	18	F	1002-5	2186-2	36
90-94	19	F	1002-5	2186-2	14
90-94	20	F	1002-5	2186-2	32
90-94	21	F	1002-5	2186-2	21
90-94	22	F	1002-5	2186-2	68
90-94	23	F	1002-5	2186-2	12
90-94	24	F	1002-5	2186-2	44
90-94	25	F	1002-5	2186-2	36
90-94	26	F	1002-5	2186-2	126
90-94	27	F	1002-5	2186-2	60
90-94	28	F	1002-5	2186-2	16
90-94	29	F	1002-5	2186-2	59
90-94	30	F	1002-5	2186-2	58
90-94	31	F	1002-5	2186-2	17
90-94	32	F	1002-5	2186-2	61
90-94	33	F	1002-5	2186-2	4
90-94	34	F	1002-5	2186-2	61
90-94	35	F	1002-5	2186-2	316
90-94	36	F	1002-5	2186-2	184
90-94	37	F	1002-5	2186-2	216
90-94	38	F	1002-5	2186-2	28
90-94	39	F	1002-5	2186-2	70
90-94	40	F	1002-5	2186-2	519
90-94	41	F	1002-5	2186-2	77
90-94	42	F	1002-5	2186-2	64
90-94	44	F	1002-5	2186-2	15
90-94	45	F	1002-5	2186-2	36
90-94	46	F	1002-5	2186-2	77
90-94	47	F	1002-5	2186-2	47
90-94	48	F	1002-5	2186-2	201
90-94	49	F	1002-5	2186-2	37
90-94	50	F	1002-5	2186-2	5
90-94	51	F	1002-5	2186-2	56
90-94	53	F	1002-5	2186-2	142
90-94	54	F	1002-5	2186-2	13
90-94	55	F	1002-5	2186-2	62
90-94	56	F	1002-5	2186-2	13
95-99	1	F	1002-5	2186-2	17
95-99	2	F	1002-5	2186-2	40
95-99	4	F	1002-5	2186-2	137
95-99	5	F	1002-5	2186-2	14
95-99	6	F	1002-5	2186-2	142
95-99	8	F	1002-5	2186-2	15
95-99	9	F	1002-5	2186-2	8
95-99	10	F	1002-5	2186-2	4
95-99	11	F	1002-5	2186-2	2
95-99	12	F	1002-5	2186-2	44
95-99	13	F	1002-5	2186-2	17
95-99	15	F	1002-5	2186-2	1
95-99	16	F	1002-5	2186-2	8
95-99	17	F	1002-5	2186-2	19
95-99	18	F	1002-5	2186-2	11
95-99	19	F	1002-5	2186-2	4
95-99	20	F	1002-5	2186-2	10
95-99	21	F	1002-5	2186-2	6
95-99	22	F	1002-5	2186-2	20
95-99	23	F	1002-5	2186-2	4
95-99	24	F	1002-5	2186-2	13
95-99	25	F	1002-5	2186-2	11
95-99	26	F	1002-5	2186-2	37
95-99	27	F	1002-5	2186-2	18
95-99	28	F	1002-5	2186-2	5
95-99	29	F	1002-5	2186-2	18
95-99	30	F	1002-5	2186-2	17
95-99	31	F	1002-5	2186-2	5
95-99	32	F	1002-5	2186-2	18
95-99	33	F	1002-5	2186-2	1
95-99	34	F	1002-5	2186-2	18
95-99	35	F	1002-5	2186-2	94
95-99	36	F	1002-5	2186-2	55
95-99	37	F	1002-5	2186-2	64
95-99	38	F	1002-5	2186-2	8
95-99	39	F	1002-5	2186-2	21
95-99	40	F	1002-5	2186-2	155
95-99	41	F	1002-5	2186-2	23
95-99	42	F	1002-5	2186-2	19
95-99	44	F	1002-5	2186-2	5
95-99	45	F	1002-5	2186-2	11
95-99	46	F	1002-5	2186-2	23
95-99	47	F	1002-5	2186-2	14
95-99	48	F	1002-5	2186-2	60
95-99	49	F	1002-5	2186-2	11
95-99	50	F	1002-5	2186-2	1
95-99	51	F	1002-5	2186-2	17
95-99	53	F	1002-5	2186-2	42
95-99	54	F	1002-5	2186-2	4
95-99	55	F	1002-5	2186-2	19
95-99	56	F	1002-5	2186-2	4
100+	1	F	1002-5	2186-2	4
100+	2	F	1002-5	2186-2	9
100+	4	F	1002-5	2186-2	30
100+	5	F	1002-5	2186-2	3
100+	6	F	1002-5	2186-2	31
100+	8	F	1002-5	2186-2	3
100+	9	F	1002-5	2186-2	2
100+	10	F	1002-5	2186-2	1
100+	11	F	1002-5	2186-2	0
100+	12	F	1002-5	2186-2	10
100+	13	F	1002-5	2186-2	4
100+	15	F	1002-5	2186-2	0
100+	16	F	1002-5	2186-2	2
100+	17	F	1002-5	2186-2	4
100+	18	F	1002-5	2186-2	2
100+	19	F	1002-5	2186-2	1
100+	20	F	1002-5	2186-2	2
100+	21	F	1002-5	2186-2	1
100+	22	F	1002-5	2186-2	4
100+	23	F	1002-5	2186-2	1
100+	24	F	1002-5	2186-2	3
100+	25	F	1002-5	2186-2	2
100+	26	F	1002-5	2186-2	8
100+	27	F	1002-5	2186-2	4
100+	28	F	1002-5	2186-2	1
100+	29	F	1002-5	2186-2	4
100+	30	F	1002-5	2186-2	4
100+	31	F	1002-5	2186-2	1
100+	32	F	1002-5	2186-2	4
100+	33	F	1002-5	2186-2	0
100+	34	F	1002-5	2186-2	4
100+	35	F	1002-5	2186-2	20
100+	36	F	1002-5	2186-2	12
100+	37	F	1002-5	2186-2	14
100+	38	F	1002-5	2186-2	2
100+	39	F	1002-5	2186-2	5
100+	40	F	1002-5	2186-2	33
100+	41	F	1002-5	2186-2	5
100+	42	F	1002-5	2186-2	4
100+	44	F	1002-5	2186-2	1
100+	45	F	1002-5	2186-2	2
100+	46	F	1002-5	2186-2	5
100+	47	F	1002-5	2186-2	3
100+	48	F	1002-5	2186-2	13
100+	49	F	1002-5	2186-2	2
100+	50	F	1002-5	2186-2	0
100+	51	F	1002-5	2186-2	4
100+	53	F	1002-5	2186-2	9
100+	54	F	1002-5	2186-2	1
100+	55	F	1002-5	2186-2	4
100+	56	F	1002-5	2186-2	1
85-89	1	F	1002-5	2135-2	6
85-89	2	F	1002-5	2135-2	3
85-89	4	F	1002-5	2135-2	131
85-89	5	F	1002-5	2135-2	4
85-89	6	F	1002-5	2135-2	1136
85-89	8	F	1002-5	2135-2	80
85-89	9	F	1002-5	2135-2	20
85-89	10	F	1002-5	2135-2	2
85-89	11	F	1002-5	2135-2	4
85-89	12	F	1002-5	2135-2	84
85-89	13	F	1002-5	2135-2	10
85-89	15	F	1002-5	2135-2	1
85-89	16	F	1002-5	2135-2	6
85-89	17	F	1002-5	2135-2	107
85-89	18	F	1002-5	2135-2	15
85-89	19	F	1002-5	2135-2	6
85-89	20	F	1002-5	2135-2	10
85-89	21	F	1002-5	2135-2	1
85-89	22	F	1002-5	2135-2	3
85-89	23	F	1002-5	2135-2	1
85-89	24	F	1002-5	2135-2	22
85-89	25	F	1002-5	2135-2	36
85-89	26	F	1002-5	2135-2	13
85-89	27	F	1002-5	2135-2	10
85-89	28	F	1002-5	2135-2	3
85-89	29	F	1002-5	2135-2	4
85-89	30	F	1002-5	2135-2	0
85-89	31	F	1002-5	2135-2	6
85-89	32	F	1002-5	2135-2	31
85-89	33	F	1002-5	2135-2	1
85-89	34	F	1002-5	2135-2	80
85-89	35	F	1002-5	2135-2	75
85-89	36	F	1002-5	2135-2	445
85-89	37	F	1002-5	2135-2	23
85-89	38	F	1002-5	2135-2	0
85-89	39	F	1002-5	2135-2	11
85-89	40	F	1002-5	2135-2	7
85-89	41	F	1002-5	2135-2	20
85-89	42	F	1002-5	2135-2	30
85-89	44	F	1002-5	2135-2	13
85-89	45	F	1002-5	2135-2	3
85-89	46	F	1002-5	2135-2	6
85-89	47	F	1002-5	2135-2	3
85-89	48	F	1002-5	2135-2	374
85-89	49	F	1002-5	2135-2	8
85-89	50	F	1002-5	2135-2	0
85-89	51	F	1002-5	2135-2	21
85-89	53	F	1002-5	2135-2	11
85-89	54	F	1002-5	2135-2	0
85-89	55	F	1002-5	2135-2	16
85-89	56	F	1002-5	2135-2	8
90-94	1	F	1002-5	2135-2	3
90-94	2	F	1002-5	2135-2	1
90-94	4	F	1002-5	2135-2	58
90-94	5	F	1002-5	2135-2	2
90-94	6	F	1002-5	2135-2	502
90-94	8	F	1002-5	2135-2	35
90-94	9	F	1002-5	2135-2	9
90-94	10	F	1002-5	2135-2	1
90-94	11	F	1002-5	2135-2	2
90-94	12	F	1002-5	2135-2	37
90-94	13	F	1002-5	2135-2	4
90-94	15	F	1002-5	2135-2	1
90-94	16	F	1002-5	2135-2	3
90-94	17	F	1002-5	2135-2	47
90-94	18	F	1002-5	2135-2	7
90-94	19	F	1002-5	2135-2	3
90-94	20	F	1002-5	2135-2	4
90-94	21	F	1002-5	2135-2	0
90-94	22	F	1002-5	2135-2	1
90-94	23	F	1002-5	2135-2	0
90-94	24	F	1002-5	2135-2	10
90-94	25	F	1002-5	2135-2	16
90-94	26	F	1002-5	2135-2	6
90-94	27	F	1002-5	2135-2	4
90-94	28	F	1002-5	2135-2	1
90-94	29	F	1002-5	2135-2	2
90-94	30	F	1002-5	2135-2	0
90-94	31	F	1002-5	2135-2	3
90-94	32	F	1002-5	2135-2	14
90-94	33	F	1002-5	2135-2	0
90-94	34	F	1002-5	2135-2	35
90-94	35	F	1002-5	2135-2	33
90-94	36	F	1002-5	2135-2	197
90-94	37	F	1002-5	2135-2	10
90-94	38	F	1002-5	2135-2	0
90-94	39	F	1002-5	2135-2	5
90-94	40	F	1002-5	2135-2	3
90-94	41	F	1002-5	2135-2	9
90-94	42	F	1002-5	2135-2	13
90-94	44	F	1002-5	2135-2	6
90-94	45	F	1002-5	2135-2	1
90-94	46	F	1002-5	2135-2	3
90-94	47	F	1002-5	2135-2	1
90-94	48	F	1002-5	2135-2	165
90-94	49	F	1002-5	2135-2	4
90-94	50	F	1002-5	2135-2	0
90-94	51	F	1002-5	2135-2	9
90-94	53	F	1002-5	2135-2	5
90-94	54	F	1002-5	2135-2	0
90-94	55	F	1002-5	2135-2	7
90-94	56	F	1002-5	2135-2	4
95-99	1	F	1002-5	2135-2	1
95-99	2	F	1002-5	2135-2	0
95-99	4	F	1002-5	2135-2	15
95-99	5	F	1002-5	2135-2	1
95-99	6	F	1002-5	2135-2	129
95-99	8	F	1002-5	2135-2	9
95-99	9	F	1002-5	2135-2	2
95-99	10	F	1002-5	2135-2	0
95-99	11	F	1002-5	2135-2	1
95-99	12	F	1002-5	2135-2	10
95-99	13	F	1002-5	2135-2	1
95-99	15	F	1002-5	2135-2	0
95-99	16	F	1002-5	2135-2	1
95-99	17	F	1002-5	2135-2	12
95-99	18	F	1002-5	2135-2	2
95-99	19	F	1002-5	2135-2	1
95-99	20	F	1002-5	2135-2	1
95-99	21	F	1002-5	2135-2	0
95-99	22	F	1002-5	2135-2	0
95-99	23	F	1002-5	2135-2	0
95-99	24	F	1002-5	2135-2	3
95-99	25	F	1002-5	2135-2	4
95-99	26	F	1002-5	2135-2	2
95-99	27	F	1002-5	2135-2	1
95-99	28	F	1002-5	2135-2	0
95-99	29	F	1002-5	2135-2	0
95-99	30	F	1002-5	2135-2	0
95-99	31	F	1002-5	2135-2	1
95-99	32	F	1002-5	2135-2	4
95-99	33	F	1002-5	2135-2	0
95-99	34	F	1002-5	2135-2	9
95-99	35	F	1002-5	2135-2	9
95-99	36	F	1002-5	2135-2	51
95-99	37	F	1002-5	2135-2	3
95-99	38	F	1002-5	2135-2	0
95-99	39	F	1002-5	2135-2	1
95-99	40	F	1002-5	2135-2	1
95-99	41	F	1002-5	2135-2	2
95-99	42	F	1002-5	2135-2	3
95-99	44	F	1002-5	2135-2	1
95-99	45	F	1002-5	2135-2	0
95-99	46	F	1002-5	2135-2	1
95-99	47	F	1002-5	2135-2	0
95-99	48	F	1002-5	2135-2	43
95-99	49	F	1002-5	2135-2	1
95-99	50	F	1002-5	2135-2	0
95-99	51	F	1002-5	2135-2	2
95-99	53	F	1002-5	2135-2	1
95-99	54	F	1002-5	2135-2	0
95-99	55	F	1002-5	2135-2	2
95-99	56	F	1002-5	2135-2	1
100+	1	F	1002-5	2135-2	0
100+	2	F	1002-5	2135-2	0
100+	4	F	1002-5	2135-2	3
100+	5	F	1002-5	2135-2	0
100+	6	F	1002-5	2135-2	29
100+	8	F	1002-5	2135-2	2
100+	9	F	1002-5	2135-2	1
100+	10	F	1002-5	2135-2	0
100+	11	F	1002-5	2135-2	0
100+	12	F	1002-5	2135-2	2
100+	13	F	1002-5	2135-2	0
100+	15	F	1002-5	2135-2	0
100+	16	F	1002-5	2135-2	0
100+	17	F	1002-5	2135-2	3
100+	18	F	1002-5	2135-2	0
100+	19	F	1002-5	2135-2	0
100+	20	F	1002-5	2135-2	0
100+	21	F	1002-5	2135-2	0
100+	22	F	1002-5	2135-2	0
100+	23	F	1002-5	2135-2	0
100+	24	F	1002-5	2135-2	1
100+	25	F	1002-5	2135-2	1
100+	26	F	1002-5	2135-2	0
100+	27	F	1002-5	2135-2	0
100+	28	F	1002-5	2135-2	0
100+	29	F	1002-5	2135-2	0
100+	30	F	1002-5	2135-2	0
100+	31	F	1002-5	2135-2	0
100+	32	F	1002-5	2135-2	1
100+	33	F	1002-5	2135-2	0
100+	34	F	1002-5	2135-2	2
100+	35	F	1002-5	2135-2	2
100+	36	F	1002-5	2135-2	11
100+	37	F	1002-5	2135-2	1
100+	38	F	1002-5	2135-2	0
100+	39	F	1002-5	2135-2	0
100+	40	F	1002-5	2135-2	0
100+	41	F	1002-5	2135-2	1
100+	42	F	1002-5	2135-2	1
100+	44	F	1002-5	2135-2	0
100+	45	F	1002-5	2135-2	0
100+	46	F	1002-5	2135-2	0
100+	47	F	1002-5	2135-2	0
100+	48	F	1002-5	2135-2	10
100+	49	F	1002-5	2135-2	0
100+	50	F	1002-5	2135-2	0
100+	51	F	1002-5	2135-2	1
100+	53	F	1002-5	2135-2	0
100+	54	F	1002-5	2135-2	0
100+	55	F	1002-5	2135-2	0
100+	56	F	1002-5	2135-2	0
85-89	1	M	1002-5	2186-2	74
85-89	2	M	1002-5	2186-2	185
85-89	4	M	1002-5	2186-2	600
85-89	5	M	1002-5	2186-2	73
85-89	6	M	1002-5	2186-2	676
85-89	8	M	1002-5	2186-2	69
85-89	9	M	1002-5	2186-2	33
85-89	10	M	1002-5	2186-2	16
85-89	11	M	1002-5	2186-2	5
85-89	12	M	1002-5	2186-2	214
85-89	13	M	1002-5	2186-2	60
85-89	15	M	1002-5	2186-2	8
85-89	16	M	1002-5	2186-2	40
85-89	17	M	1002-5	2186-2	71
85-89	18	M	1002-5	2186-2	56
85-89	19	M	1002-5	2186-2	22
85-89	20	M	1002-5	2186-2	39
85-89	21	M	1002-5	2186-2	33
85-89	22	M	1002-5	2186-2	95
85-89	23	M	1002-5	2186-2	14
85-89	24	M	1002-5	2186-2	56
85-89	25	M	1002-5	2186-2	66
85-89	26	M	1002-5	2186-2	147
85-89	27	M	1002-5	2186-2	71
85-89	28	M	1002-5	2186-2	24
85-89	29	M	1002-5	2186-2	97
85-89	30	M	1002-5	2186-2	84
85-89	31	M	1002-5	2186-2	7
85-89	32	M	1002-5	2186-2	59
85-89	33	M	1002-5	2186-2	13
85-89	34	M	1002-5	2186-2	80
85-89	35	M	1002-5	2186-2	386
85-89	36	M	1002-5	2186-2	225
85-89	37	M	1002-5	2186-2	221
85-89	38	M	1002-5	2186-2	36
85-89	39	M	1002-5	2186-2	99
85-89	40	M	1002-5	2186-2	658
85-89	41	M	1002-5	2186-2	127
85-89	42	M	1002-5	2186-2	85
85-89	44	M	1002-5	2186-2	16
85-89	45	M	1002-5	2186-2	35
85-89	46	M	1002-5	2186-2	84
85-89	47	M	1002-5	2186-2	66
85-89	48	M	1002-5	2186-2	310
85-89	49	M	1002-5	2186-2	30
85-89	50	M	1002-5	2186-2	12
85-89	51	M	1002-5	2186-2	71
85-89	53	M	1002-5	2186-2	179
85-89	54	M	1002-5	2186-2	22
85-89	55	M	1002-5	2186-2	65
85-89	56	M	1002-5	2186-2	18
90-94	1	M	1002-5	2186-2	28
90-94	2	M	1002-5	2186-2	71
90-94	4	M	1002-5	2186-2	230
90-94	5	M	1002-5	2186-2	28
90-94	6	M	1002-5	2186-2	260
90-94	8	M	1002-5	2186-2	26
90-94	9	M	1002-5	2186-2	13
90-94	10	M	1002-5	2186-2	6
90-94	11	M	1002-5	2186-2	2
90-94	12	M	1002-5	2186-2	82
90-94	13	M	1002-5	2186-2	23
90-94	15	M	1002-5	2186-2	3
90-94	16	M	1002-5	2186-2	15
90-94	17	M	1002-5	2186-2	27
90-94	18	M	1002-5	2186-2	22
90-94	19	M	1002-5	2186-2	8
90-94	20	M	1002-5	2186-2	15
90-94	21	M	1002-5	2186-2	13
90-94	22	M	1002-5	2186-2	37
90-94	23	M	1002-5	2186-2	5
90-94	24	M	1002-5	2186-2	22
90-94	25	M	1002-5	2186-2	25
90-94	26	M	1002-5	2186-2	56
90-94	27	M	1002-5	2186-2	27
90-94	28	M	1002-5	2186-2	9
90-94	29	M	1002-5	2186-2	37
90-94	30	M	1002-5	2186-2	32
90-94	31	M	1002-5	2186-2	3
90-94	32	M	1002-5	2186-2	23
90-94	33	M	1002-5	2186-2	5
90-94	34	M	1002-5	2186-2	31
90-94	35	M	1002-5	2186-2	148
90-94	36	M	1002-5	2186-2	86
90-94	37	M	1002-5	2186-2	85
90-94	38	M	1002-5	2186-2	14
90-94	39	M	1002-5	2186-2	38
90-94	40	M	1002-5	2186-2	253
90-94	41	M	1002-5	2186-2	49
90-94	42	M	1002-5	2186-2	33
90-94	44	M	1002-5	2186-2	6
90-94	45	M	1002-5	2186-2	14
90-94	46	M	1002-5	2186-2	32
90-94	47	M	1002-5	2186-2	25
90-94	48	M	1002-5	2186-2	119
90-94	49	M	1002-5	2186-2	11
90-94	50	M	1002-5	2186-2	5
90-94	51	M	1002-5	2186-2	27
90-94	53	M	1002-5	2186-2	69
90-94	54	M	1002-5	2186-2	8
90-94	55	M	1002-5	2186-2	25
90-94	56	M	1002-5	2186-2	7
95-99	1	M	1002-5	2186-2	7
95-99	2	M	1002-5	2186-2	17
95-99	4	M	1002-5	2186-2	55
95-99	5	M	1002-5	2186-2	7
95-99	6	M	1002-5	2186-2	61
95-99	8	M	1002-5	2186-2	6
95-99	9	M	1002-5	2186-2	3
95-99	10	M	1002-5	2186-2	1
95-99	11	M	1002-5	2186-2	0
95-99	12	M	1002-5	2186-2	19
95-99	13	M	1002-5	2186-2	5
95-99	15	M	1002-5	2186-2	1
95-99	16	M	1002-5	2186-2	4
95-99	17	M	1002-5	2186-2	6
95-99	18	M	1002-5	2186-2	5
95-99	19	M	1002-5	2186-2	2
95-99	20	M	1002-5	2186-2	4
95-99	21	M	1002-5	2186-2	3
95-99	22	M	1002-5	2186-2	9
95-99	23	M	1002-5	2186-2	1
95-99	24	M	1002-5	2186-2	5
95-99	25	M	1002-5	2186-2	6
95-99	26	M	1002-5	2186-2	13
95-99	27	M	1002-5	2186-2	6
95-99	28	M	1002-5	2186-2	2
95-99	29	M	1002-5	2186-2	9
95-99	30	M	1002-5	2186-2	8
95-99	31	M	1002-5	2186-2	1
95-99	32	M	1002-5	2186-2	5
95-99	33	M	1002-5	2186-2	1
95-99	34	M	1002-5	2186-2	7
95-99	35	M	1002-5	2186-2	35
95-99	36	M	1002-5	2186-2	20
95-99	37	M	1002-5	2186-2	20
95-99	38	M	1002-5	2186-2	3
95-99	39	M	1002-5	2186-2	9
95-99	40	M	1002-5	2186-2	60
95-99	41	M	1002-5	2186-2	12
95-99	42	M	1002-5	2186-2	8
95-99	44	M	1002-5	2186-2	1
95-99	45	M	1002-5	2186-2	3
95-99	46	M	1002-5	2186-2	8
95-99	47	M	1002-5	2186-2	6
95-99	48	M	1002-5	2186-2	28
95-99	49	M	1002-5	2186-2	3
95-99	50	M	1002-5	2186-2	1
95-99	51	M	1002-5	2186-2	6
95-99	53	M	1002-5	2186-2	16
95-99	54	M	1002-5	2186-2	2
95-99	55	M	1002-5	2186-2	6
95-99	56	M	1002-5	2186-2	2
100+	1	M	1002-5	2186-2	1
100+	2	M	1002-5	2186-2	3
100+	4	M	1002-5	2186-2	11
100+	5	M	1002-5	2186-2	1
100+	6	M	1002-5	2186-2	12
100+	8	M	1002-5	2186-2	1
100+	9	M	1002-5	2186-2	1
100+	10	M	1002-5	2186-2	0
100+	11	M	1002-5	2186-2	0
100+	12	M	1002-5	2186-2	4
100+	13	M	1002-5	2186-2	1
100+	15	M	1002-5	2186-2	0
100+	16	M	1002-5	2186-2	1
100+	17	M	1002-5	2186-2	1
100+	18	M	1002-5	2186-2	1
100+	19	M	1002-5	2186-2	0
100+	20	M	1002-5	2186-2	1
100+	21	M	1002-5	2186-2	1
